,zona,enderecos_lista,area,quartos,aluguel
249,norte,"Rua Pedro Madureira, Jardim São Paulo, São Paulo Zona Norte, São Paulo",58.0,2.0,1330
250,norte,"Rua Anastácio De Souza Pinto, Nossa Senhora Do Ó, São Paulo Zona Norte, São Paulo",75.0,3.0,2210
251,norte,"Rua Baião Parente, Vila Primavera, São Paulo Zona Norte, São Paulo",80.0,3.0,2300
252,norte,"Rua Dom Domingos De Silos, Jardim São Bento, São Paulo Zona Norte, São Paulo",400.0,5.0,8680
253,norte,"Rua Manuel De Arzão, Vila Albertina, São Paulo Zona Norte, São Paulo",250.0,3.0,6000
254,norte,"Rua Diógenes De Lima, Parque Peruche, São Paulo Zona Norte, São Paulo",350.0,4.0,13000
255,norte,"Avenida Álvaro Machado Pedrosa, Parada Inglesa, São Paulo Zona Norte, São Paulo",80.0,2.0,1890
256,norte,"Rua Gonçalves Figueira, Vila Bandeirantes, São Paulo Zona Norte, São Paulo",300.0,2.0,5000
257,norte,"Rua Juan Arfe, Vila Cruz Das Almas, São Paulo Zona Norte, São Paulo",50.0,2.0,1800
258,norte,"Rua José De Medeiros, Vila Medeiros, São Paulo Zona Norte, São Paulo",150.0,4.0,3300
259,norte,"Rua Padre José Dos Santos, Santana, São Paulo Zona Norte, São Paulo",300.0,3.0,3000
260,norte,"Avenida Manoel Pedro Pímentel, Jardim Peri, São Paulo Zona Norte, São Paulo",70.0,3.0,2300
261,norte,"Ataliba Vieira, Vila Medeiros, São Paulo Zona Norte, São Paulo",1600.0,,25000
262,norte,"Rua Vitalina Moura, Vila Roque, São Paulo Zona Norte, São Paulo",50.0,2.0,1500
263,norte,"Rua Vitalina Moura, Vila Roque, São Paulo Zona Norte, São Paulo",50.0,2.0,2190
264,norte,"Rua Bartolomeu Faria, Vila Albertina, São Paulo Zona Norte, São Paulo",102.0,3.0,2060
265,norte,"Rua José Ataliba Ortiz, Vila Mangalot, São Paulo Zona Norte, São Paulo",55.0,2.0,1600
266,norte,"Rua Portão Preto, Vila Mangalot, São Paulo Zona Norte, São Paulo",51.0,2.0,1180
267,norte,"Rua Doutor Zuquim, Santana, São Paulo Zona Norte, São Paulo",180.0,2.0,3200
268,norte,"Rua Judith Zumkeller, Parque Mandaqui, São Paulo Zona Norte, São Paulo",50.0,2.0,3360
269,norte,"Rua Bela Vista Do Paraíso, Vila Palmeiras, São Paulo Zona Norte, São Paulo",52.0,2.0,2800
270,norte,"Rua Das Catileias, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",157.0,3.0,3360
271,norte,"Rua Gurupatuba, Vila Mazzei, São Paulo Zona Norte, São Paulo",180.0,3.0,3000
272,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",195.0,4.0,5810
273,norte,"Avenida Mazzei, Vila Mazzei, São Paulo Zona Norte, São Paulo",15.0,1.0,750
274,norte,"Rua Xavier Kraus, Jardim Peri, São Paulo Zona Norte, São Paulo",36.0,2.0,2350
275,norte,"Rua Intendência, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",43.0,2.0,1600
276,norte,"Avenida Mazzei, Vila Mazzei, São Paulo Zona Norte, São Paulo",15.0,1.0,750
277,norte,"Rua Maria Marcolina, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",100.0,2.0,1664
278,norte,"Rua Dom Bento Pickel, Casa Verde Alta, São Paulo Zona Norte, São Paulo",100.0,1.0,1400
279,norte,"Rua Doutor Luís Barreto Filho, Vila Pereira Barreto, São Paulo Zona Norte, São Paulo",300.0,4.0,4000
280,norte,"Rua Manuel Cherem, Vila Paulista, São Paulo Zona Norte, São Paulo",55.0,2.0,2100
281,norte,"Rua Professor Luis Lucchini, Sítio Do Mandaqui, São Paulo Zona Norte, São Paulo",300.0,4.0,5000
282,norte,"Avenida Padre Pereira De Andrade, Jardim Peri, São Paulo Zona Norte, São Paulo",60.0,1.0,3000
283,norte,"Rua Anthémios De Tralles, Vila Nova Mazzei, São Paulo Zona Norte, São Paulo",115.0,3.0,2960
284,norte,"Rua Anacleto, Vila Isolina Mazzei, São Paulo Zona Norte, São Paulo",92.0,2.0,2350
285,norte,"Rua Capricho, Vila Nivi, São Paulo Zona Norte, São Paulo",96.0,3.0,2100
286,norte,"Rua Alphonsus De Guimaraens, Santana, São Paulo Zona Norte, São Paulo",141.0,3.0,4000
287,norte,"Rua Carlos Weber, Jardim Peri, São Paulo Zona Norte, São Paulo",146.0,3.0,4500
288,norte,"Rua Parambu, Parque Vitória, São Paulo Zona Norte, São Paulo",47.0,2.0,1550
289,norte,"Rua José Soriano De Sousa, Casa Verde Alta, São Paulo Zona Norte, São Paulo",72.0,2.0,1470
290,norte,"Praça Delegado Amoroso Neto, Jardim Das Laranjeiras, São Paulo Zona Norte, São Paulo",67.0,2.0,2000
291,norte,"Rua Tito Nicolau, Vila Amália, São Paulo Zona Norte, São Paulo",52.0,2.0,1340
292,norte,"Avenida Inajar De Souza, Limão, São Paulo Zona Norte, São Paulo",45.0,2.0,1700
293,norte,"Rua Garção Tinoco, Santana, São Paulo Zona Norte, São Paulo",64.0,2.0,2850
294,norte,"Rua Justino Alves Batista, Jardim Peri, São Paulo Zona Norte, São Paulo",55.0,2.0,1200
295,norte,"Rua Japira, Jardim França, São Paulo Zona Norte, São Paulo",500.0,4.0,4600
296,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",40.0,1.0,2500
297,norte,"Rua Igapira, Santana, São Paulo Zona Norte, São Paulo",125.0,3.0,3330
298,norte,"Avenida Rangel Pestana, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",32.0,1.0,1500
299,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",40.0,1.0,2600
300,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",40.0,1.0,2500
301,norte,"Rua Professor José Miziara, Santa Teresinha, São Paulo Zona Norte, São Paulo",78.0,2.0,1910
302,norte,"Rua Carlos Weber, Jardim Peri, São Paulo Zona Norte, São Paulo",74.0,2.0,2610
303,norte,"Rua Antônio Medusa, Vila Pereira Barreto, São Paulo Zona Norte, São Paulo",37.0,1.0,1750
304,norte,"Leôncio De Magalhães, Jardim São Paulo, São Paulo Zona Norte, São Paulo",54.0,2.0,1700
305,norte,"Rua José Debieux, Santana, São Paulo Zona Norte, São Paulo",54.0,2.0,1800
306,norte,"Rua Madrigais, Vila Nova Cachoeirinha, São Paulo Zona Norte, São Paulo",45.0,1.0,1750
307,norte,"Rua Alfredo Pujol, Santana, São Paulo Zona Norte, São Paulo",179.0,3.0,5330
308,norte,"Avenida Carlos Alberto Moretti, Jardim Peri, São Paulo Zona Norte, São Paulo",65.0,2.0,1500
309,norte,"Rua Da Cavalgada, Jardim Julieta, São Paulo Zona Norte, São Paulo",59.0,2.0,1380
310,norte,"Rua Piratininga, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",40.0,1.0,1500
311,norte,"Rua Do Lucas, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",51.0,2.0,1980
312,norte,"Rua Manuel Pitta, Vila Pita, São Paulo Zona Norte, São Paulo",55.0,2.0,3500
313,norte,"Travessa Álvaro Medina, Jardim Peri, São Paulo Zona Norte, São Paulo",58.0,2.0,2560
314,norte,"Rua Aureliano Leal, Água Fria, São Paulo Zona Norte, São Paulo",78.0,2.0,2713
315,norte,"Rua Miguel Helou, Parque Monteiro Soares, São Paulo Zona Norte, São Paulo",160.0,2.0,3500
316,norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",46.0,1.0,1310
317,norte,"Avenida Guaca 00, Lauzane Paulista, São Paulo Zona Norte, São Paulo",684.0,,20000
318,norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",46.0,1.0,1310
319,norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",46.0,1.0,1310
320,norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",46.0,1.0,1310
321,norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",46.0,1.0,1310
322,norte,"Rua Voluntários Da Pátria, Santana, São Paulo Zona Norte, São Paulo",90.0,2.0,1460
323,norte,"General Ataliba Leonel, Parada Inglesa, São Paulo Zona Norte, São Paulo",65.0,2.0,1600
324,norte,"Rua Durval Moreira Do Amaral, Vila Marina, São Paulo Zona Norte, São Paulo",80.0,2.0,1650
325,norte,"Rua Padre Leão Peruche, Vila Mazzei, São Paulo Zona Norte, São Paulo",60.0,2.0,1250
326,norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",46.0,1.0,1310
327,norte,"Rua Ministro Romeiro Neto, Vila Basileia, São Paulo Zona Norte, São Paulo",48.0,1.0,1310
328,norte,"Avenida Paulo Silva Araújo, Jardim São Paulo, São Paulo Zona Norte, São Paulo",40.0,1.0,2020
329,norte,"Rua Antônio Borges, Parque Edu Chaves, São Paulo Zona Norte, São Paulo",47.0,2.0,1470
330,norte,"Rua Alberto Arnoldi, Jardim Paraíso, São Paulo Zona Norte, São Paulo",70.0,1.0,1030
331,norte,"Das Cerejeiras, Jardim Japão, São Paulo Zona Norte, São Paulo",150.0,,3685
332,norte,"Rua Soror Angélica, Vila Ester (zona Norte), São Paulo Zona Norte, São Paulo",95.0,3.0,2184
333,norte,"Rua Doutor Carlos Botelho, Jardim Brasília (zona Norte), São Paulo Zona Norte, São Paulo",50.0,1.0,1200
334,norte,"Rua Doutor Olavo Egídio, Santana, São Paulo Zona Norte, São Paulo",60.0,1.0,3800
335,norte,"Rua Isolina, Jardim Carlu, São Paulo Zona Norte, São Paulo",60.0,2.0,1500
336,sul,"Nicolau Barreto 614, Brooklin Novo, São Paulo Zona Sul, São Paulo",73.0,2.0,870000
337,sul,"Rua Chapada De Minas 210, Vila Andrade, São Paulo Zona Sul, São Paulo",68.0,3.0,1350
338,sul,"Avenida Brigadeiro Luís Antônio, Jardim Paulista, São Paulo Zona Sul, São Paulo",110.0,3.0,3400
339,sul,"Rua Nossa Senhora Das Mercês, Vila Das Mercês, São Paulo Zona Sul, São Paulo",65.0,2.0,1050
340,sul,"Rua Abdo Ambuba, Vila Andrade, São Paulo Zona Sul, São Paulo",80.0,3.0,1500
341,sul,"Edgar De Campos 171, Vila Nair, São Paulo Zona Sul, São Paulo",80.0,2.0,1800
342,sul,"Rua Agostinho Gomes, Ipiranga, São Paulo Zona Sul, São Paulo",68.0,2.0,3200
343,sul,"Rua Marquês De Herval, 136, Vila Da Saúde, São Paulo Zona Sul, São Paulo",250.0,3.0,5500
344,sul,"Rua Leopoldo Couto De Magalhaes Junior, 1088, Itaim Bibi, São Paulo Zona Sul, São Paulo",61.0,1.0,5500
345,sul,"Rua Lima E Silva, 160, Ipiranga, São Paulo Zona Sul, São Paulo",260.0,4.0,5500
346,sul,"Rua Bacaetava, 66, Vila Gertrudes, São Paulo Zona Sul, São Paulo",95.0,2.0,5500
347,sul,"Rua Arapá, Vila Mascote, São Paulo Zona Sul, São Paulo",55.0,2.0,1600
348,sul,"Rua Durval Silva, Cidade Domitila, São Paulo Zona Sul, São Paulo",45.0,1.0,620
349,sul,"Rua Bueno De Andrade, Aclimação, São Paulo Zona Sul, São Paulo",45.0,1.0,1260
350,sul,"Rua Arandu, 205, Brooklin Paulista, São Paulo Zona Sul, São Paulo",90.0,,6200
351,sul,"Rua Tito Oliani, São João Climaco, São Paulo Zona Sul, São Paulo",40.0,1.0,780
352,sul,"Rua Vergueiro, 3169, Vila Mariana, São Paulo Zona Sul, São Paulo",45.0,1.0,1720
353,sul,"Avenida Itaboraí, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",33.0,1.0,1820
354,sul,"Vila Olímpia, São Paulo Zona Sul, São Paulo",77.0,,5500
355,sul,"Rua Marechal Pimentel, Jardim Santa Cruz (sacomã), São Paulo Zona Sul, São Paulo",62.0,2.0,1341
356,sul,"Avenida Washington Luís, Santo Amaro, São Paulo Zona Sul, São Paulo",55.0,1.0,1400
357,sul,"Avenida Padre José Maria, Santo Amaro, São Paulo Zona Sul, São Paulo",110.0,3.0,2500
358,sul,"Avenida Sargento Geraldo Sant#39ana, Jardim Taquaral, São Paulo Zona Sul, São Paulo",74.0,3.0,1400
359,sul,"Rua Assungui, Vila Mariana, São Paulo Zona Sul, São Paulo",78.0,3.0,2080
360,sul,"Rua Doutor Neto De Araújo, Vila Mariana, São Paulo Zona Sul, São Paulo",50.0,1.0,2500
361,sul,"Rua Frei Rolim, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",186.0,3.0,1510
362,sul,"Rua Leopoldo Couto De Magalhaes, 539, Itaim Bibi, São Paulo Zona Sul, São Paulo",45.0,1.0,5500
363,sul,"Rua Doutor Mario De Campos, Americanópolis, São Paulo Zona Sul, São Paulo",40.0,1.0,900
364,sul,"Rua Augusto Blasi, Jardim Celeste, São Paulo Zona Sul, São Paulo",59.0,2.0,1120
365,sul,"Avenida Dos Ourives, Jardim São Savério, São Paulo Zona Sul, São Paulo",60.0,2.0,1100
366,sul,"Rua Francisco José Da Silva, Vila Andrade, São Paulo Zona Sul, São Paulo",40.0,1.0,1502
367,sul,"Rua Dois De Julho, Ipiranga, São Paulo Zona Sul, São Paulo",34.0,1.0,1900
368,sul,"Rua Abdo Ambuba, Vila Andrade, São Paulo Zona Sul, São Paulo",80.0,3.0,1500
369,sul,"Rua Humberto I, Vila Mariana, São Paulo Zona Sul, São Paulo",16.0,1.0,3500
370,sul,"Avenida Ibijaú, Moema, São Paulo Zona Sul, São Paulo",96.0,3.0,5500
371,sul,"Avenida Doutor Mário Vilas Boas Rodrigues, Jardim Dom Bosco, São Paulo Zona Sul, São Paulo",100.0,3.0,4100
372,sul,"Rua Desembargador Aragão, Vila Mariana, São Paulo Zona Sul, São Paulo",64.0,2.0,4200
373,sul,"Avenida Mascote, Vila Mascote, São Paulo Zona Sul, São Paulo",86.0,3.0,2697
374,sul,"Avenida Doutor Cardoso De Melo, Vila Olímpia, São Paulo Zona Sul, São Paulo",43.0,1.0,3500
375,sul,"Alameda Itu, Jardim Paulista, São Paulo Zona Sul, São Paulo",90.0,2.0,3300
376,sul,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",128.0,3.0,8000
377,sul,"Rua Virgillio Di Cicco, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",70.0,2.0,2080
378,sul,"Rua Abagiba, Saúde, São Paulo Zona Sul, São Paulo",50.0,2.0,1650
379,sul,"Rua Fagundes Dias, Saúde, São Paulo Zona Sul, São Paulo",80.0,2.0,2198
380,sul,"Rua Dilermando Reis, Jardim Ubirajara (zona Sul), São Paulo Zona Sul, São Paulo",45.0,2.0,1200
381,sul,"Rua Diogo Vaz, Cambuci, São Paulo Zona Sul, São Paulo",38.0,1.0,1200
382,sul,"Avenida Do Cursino, Vila Moraes, São Paulo Zona Sul, São Paulo",63.0,2.0,1800
383,sul,"Rua José Da Silva Ribeiro, Vila Andrade, São Paulo Zona Sul, São Paulo",67.0,3.0,2200
384,sul,"Rua Doutor Pinto Ferraz, Vila Mariana, São Paulo Zona Sul, São Paulo",39.0,1.0,2000
385,sul,"Rua Das Uvaias, Saúde, São Paulo Zona Sul, São Paulo",52.0,2.0,2500
386,sul,"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo Zona Sul, São Paulo",69.0,3.0,2150
387,sul,"Rua Maracá, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",68.0,2.0,2500
388,sul,"Rua Doutor Renato Paes De Barros, Itaim Bibi, São Paulo Zona Sul, São Paulo",185.0,3.0,15000
389,sul,"Rua Gomes De Carvalho, Vila Olímpia, São Paulo Zona Sul, São Paulo",30.0,1.0,2520
390,sul,"Rua Três De Maio, Vila Clementino, São Paulo Zona Sul, São Paulo",72.0,2.0,2020
391,sul,"Rua Leopoldo De Bulhões, Vila Clementino, São Paulo Zona Sul, São Paulo",57.0,2.0,3162
392,sul,"Rua Itacoarati, Vila Nair, São Paulo Zona Sul, São Paulo",26.0,1.0,1750
393,sul,"Rua Bagé, Vila Mariana, São Paulo Zona Sul, São Paulo",90.0,2.0,2300
394,sul,"Avenida Doutor Lino De Moraes Leme, Campo Belo, São Paulo Zona Sul, São Paulo",65.0,2.0,1000
395,sul,"Avenida Macuco, Moema, São Paulo Zona Sul, São Paulo",37.0,1.0,1600
396,sul,"Avenida Macuco, Moema, São Paulo Zona Sul, São Paulo",37.0,1.0,1600
397,sul,"Rua Pamplona, Jardim Paulista, São Paulo Zona Sul, São Paulo",320.0,2.0,6500
398,sul,"Rua Padre Machado, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",64.0,3.0,2200
399,sul,"Rua Gaivota, Moema, São Paulo Zona Sul, São Paulo",300.0,5.0,10000
400,sul,"Avenida Moreira Guimarães, Indianópolis, São Paulo Zona Sul, São Paulo",55.0,1.0,1300
401,sul,"Rua Paulo Orozimbo, Cambuci, São Paulo Zona Sul, São Paulo",150.0,4.0,4000
402,sul,"Avenida Chibarás, Moema, São Paulo Zona Sul, São Paulo",30.0,1.0,2319
403,sul,"Rua Abílio Soares, Paraíso, São Paulo Zona Sul, São Paulo",124.0,2.0,3500
404,sul,"Rua Vicente Leporace, Campo Belo, São Paulo Zona Sul, São Paulo",75.0,2.0,2400
405,sul,"Rua Itatupã, Vila Andrade, São Paulo Zona Sul, São Paulo",83.0,2.0,3570
406,sul,"Rua Sabino, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",25.0,1.0,1250
407,sul,"Avenida João Peixoto Viegas, Jardim Consórcio, São Paulo Zona Sul, São Paulo",114.0,3.0,4500
408,sul,"Avenida Assaré, Jardim Sabará, São Paulo Zona Sul, São Paulo",115.0,2.0,2856
409,sul,"Rua Pedro Morganti, Vila Mariana, São Paulo Zona Sul, São Paulo",69.0,2.0,2350
410,sul,"Avenida Afonso Mariano Fagundes, Saúde, São Paulo Zona Sul, São Paulo",94.0,2.0,2373
411,sul,"Rua Giácomo Cozzarelli, Vila Santa Teresa (zona Sul), São Paulo Zona Sul, São Paulo",49.0,2.0,1300
412,sul,"Avenida Macuco, Moema, São Paulo Zona Sul, São Paulo",90.0,2.0,3500
413,sul,"Rua Diogo Vaz, Cambuci, São Paulo Zona Sul, São Paulo",70.0,2.0,1500
414,sul,"Rua Tibiriçá, Brooklin Paulista, São Paulo Zona Sul, São Paulo",109.0,2.0,1600
415,sul,"Rua Antônio Pacheco Valente, Santo Amaro, São Paulo Zona Sul, São Paulo",138.0,3.0,10000
416,sul,"Rua Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",81.0,2.0,5000
417,sul,"Rua Palmares, Brooklin Paulista, São Paulo Zona Sul, São Paulo",196.0,3.0,4080
418,sul,"Avenida Interlagos, Jardim Marajoara, São Paulo Zona Sul, São Paulo",65.0,2.0,2900
419,sul,"Rua Abagiba, Saúde, São Paulo Zona Sul, São Paulo",52.0,2.0,2020
420,sul,"Rua Leopoldo Couto De Magalhães Júnior, Itaim Bibi, São Paulo Zona Sul, São Paulo",50.0,1.0,2520
421,sul,"Rua Salvador Iacona, Vila Santa Catarina, São Paulo Zona Sul, São Paulo",52.0,2.0,1600
422,sul,"Rua Borges Lagoa, Vila Clementino, São Paulo Zona Sul, São Paulo",40.0,1.0,2520
423,sul,"Rua Pascal, Campo Belo, São Paulo Zona Sul, São Paulo",380.0,3.0,15000
424,sul,"Rua São Paulo Antigo, Real Parque, São Paulo Zona Sul, São Paulo",183.0,3.0,6000
425,sul,"Rua José Benedito Salinas, Jardim Itapeva, São Paulo Zona Sul, São Paulo",80.0,3.0,2200
426,sul,"Rua Antônio Gil, Vila Inglesa, São Paulo Zona Sul, São Paulo",170.0,2.0,2970
427,sul,"Rua Bagé, Vila Mariana, São Paulo Zona Sul, São Paulo",137.0,3.0,4500
428,sul,"Rua Peixoto Gomide, Jardim Paulista, São Paulo Zona Sul, São Paulo",45.0,1.0,1500
429,sul,"Rua Dom Vilares, Vila Das Mercês, São Paulo Zona Sul, São Paulo",57.0,2.0,2600
430,sul,"Rua Desembargador Aragão, Vila Mariana, São Paulo Zona Sul, São Paulo",40.0,1.0,3270
431,sul,"Avenida Itaboraí, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",45.0,1.0,1055
432,sul,"Avenida Itaboraí, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",69.0,2.0,2500
433,sul,"Rua Miguel Yunes, Usina Piratininga, São Paulo Zona Sul, São Paulo",69.0,1.0,4000
434,sul,"Rua Marcos Fernandes, Jardim Da Saúde, São Paulo Zona Sul, São Paulo",380.0,4.0,13500
435,sul,"Rua Doutor Renato Paes De Barros, Itaim Bibi, São Paulo Zona Sul, São Paulo",50.0,1.0,2020
436,sul,"Rua Batataes, Jardim Paulista, São Paulo Zona Sul, São Paulo",185.0,2.0,5500
437,sul,"Alameda Franca, Jardim Paulista, São Paulo Zona Sul, São Paulo",72.0,2.0,5500
438,sul,"Rua Iubatinga, Vila Andrade, São Paulo Zona Sul, São Paulo",301.0,4.0,6500
439,sul,"Rua Camarujipe, Vila Constança, São Paulo Zona Sul, São Paulo",90.0,3.0,1320
440,sul,"Rua Volta Redonda, Campo Belo, São Paulo Zona Sul, São Paulo",222.0,3.0,13000
441,sul,"Rua Da Paz 1313, Chácara Santo Antônio, São Paulo Zona Sul, São Paulo",95.0,3.0,2856
442,sul,"Rua Santa Justina, Vila Olímpia, São Paulo Zona Sul, São Paulo",60.0,2.0,3900
443,sul,"Rua Doutor Chibata Miyakoshi, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",44.0,1.0,3000
444,sul,"Rua José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",224.0,3.0,14530
445,sul,"Rua Do Estilo Barroco, Santo Amaro, São Paulo Zona Sul, São Paulo",245.0,4.0,5330
446,sul,"Rua Nelson Gama De Oliveira, Vila Andrade, São Paulo Zona Sul, São Paulo",55.0,2.0,2400
447,sul,"Rua Alfredo Jorel, Jardim Celeste, São Paulo Zona Sul, São Paulo",50.0,2.0,2000
448,sul,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",38.0,1.0,1996
449,sul,"Rua Alexandre Dumas, Chácara Santo Antônio, São Paulo Zona Sul, São Paulo",137.0,2.0,2080
450,sul,"Avenida Jurema, Indianópolis, São Paulo Zona Sul, São Paulo",44.0,1.0,2000
451,sul,"Avenida Barro Branco, Vila Do Encontro, São Paulo Zona Sul, São Paulo",51.0,2.0,1320
452,sul,"Rua Pereira Caldas, Jardim Da Glória, São Paulo Zona Sul, São Paulo",71.0,2.0,3264
453,sul,"Rua Albertina Alves Jorge, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",500.0,4.0,15000
454,sul,"Rua Mirassol, Vila Clementino, São Paulo Zona Sul, São Paulo",190.0,4.0,3763
455,sul,"Rua Moacir Guimarães, São João Climaco, São Paulo Zona Sul, São Paulo",83.0,2.0,1260
456,sul,"Rua Coronel Luís Alves, Vila Mariana, São Paulo Zona Sul, São Paulo",775.0,3.0,10000
457,sul,"Rua Francisco Justino De Azevedo, Aclimação, São Paulo Zona Sul, São Paulo",66.0,3.0,4080
458,sul,"Rua São Benedito, Santo Amaro, São Paulo Zona Sul, São Paulo",188.0,3.0,2505
459,sul,"Avenida Marginal Esquerda Anchieta, Vila Arapuã, São Paulo Zona Sul, São Paulo",61.0,3.0,1050
460,sul,"Rua Casa Do Ator, Vila Olímpia, São Paulo Zona Sul, São Paulo",116.0,2.0,6000
461,sul,"Rua Mercedes Salano Castineiras, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",57.0,2.0,1260
462,sul,"Rua Ingles De Sousa, Jardim Da Glória, São Paulo Zona Sul, São Paulo",86.0,3.0,3000
463,sul,"Rua Nossa Senhora Da Saúde, Vila Das Mercês, São Paulo Zona Sul, São Paulo",69.0,2.0,1850
464,sul,"Avenida Miguel Yunes, Usina Piratininga, São Paulo Zona Sul, São Paulo",70.0,3.0,3957
465,sul,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",156.0,3.0,14000
466,sul,"Alameda Jau, Jardim Paulista, São Paulo Zona Sul, São Paulo",162.0,3.0,4966
467,sul,"Alameda Dos Aicás, Indianópolis, São Paulo Zona Sul, São Paulo",94.0,3.0,4400
468,sul,"Alameda Dos Aicás, Indianópolis, São Paulo Zona Sul, São Paulo",70.0,3.0,2000
469,sul,"Rua Backer, Cambuci, São Paulo Zona Sul, São Paulo",110.0,3.0,2600
470,sul,"Avenida Yervant Kissajikian, Vila Constança, São Paulo Zona Sul, São Paulo",54.0,2.0,1600
471,sul,"Rua Frei Duarte Jorge De Mendonça, Vila Andrade, São Paulo Zona Sul, São Paulo",42.0,1.0,1800
472,sul,"Rua Francisco José Da Silva, Vila Andrade, São Paulo Zona Sul, São Paulo",38.0,1.0,1400
473,sul,"Rua Doutor Pinto Nazário, Jardim Vergueiro (sacomã), São Paulo Zona Sul, São Paulo",48.0,1.0,1155
474,sul,"Rua Marília, Jardim Paulista, São Paulo Zona Sul, São Paulo",69.0,2.0,3800
475,sul,"Alameda Dos Anapurus 1441, Indianópolis, São Paulo Zona Sul, São Paulo",80.0,2.0,3200
476,sul,"Rua Fagundes Dias, Saúde, São Paulo Zona Sul, São Paulo",66.0,2.0,2000
477,sul,"Rua Batataes, Jardim Paulista, São Paulo Zona Sul, São Paulo",54.0,1.0,5000
478,sul,"Rua Das Fiandeiras, Vila Olímpia, São Paulo Zona Sul, São Paulo",65.0,2.0,3570
479,sul,"Rua Pamplona, Jardim Paulista, São Paulo Zona Sul, São Paulo",98.0,2.0,4200
480,sul,"Rua Abrahão Mussa, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",70.0,1.0,1155
481,sul,"Rua Abrahão Mussa, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",70.0,1.0,1100
482,sul,"Alameda Jaú, Jardim Paulista, São Paulo Zona Sul, São Paulo",140.0,2.0,8000
483,sul,"Avenida Professor Francisco Morato, Vila Sônia, São Paulo Zona Sul, São Paulo",63.0,2.0,2600
484,sul,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",30.0,1.0,833
485,sul,"Rua Coronel Luís Barroso, Santo Amaro, São Paulo Zona Sul, São Paulo",60.0,2.0,3650
486,sul,"Rua Diogo Jácome, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",52.0,1.0,4000
487,sul,"Alameda Dos Maracatins, Indianópolis, São Paulo Zona Sul, São Paulo",44.0,1.0,5200
488,sul,"Avenida Yervant Kissajikian, Jardim Marajoara, São Paulo Zona Sul, São Paulo",50.0,2.0,1700
489,sul,"Alameda Dos Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",90.0,2.0,5000
490,sul,"Avenida Doutor Altino Arantes, Vila Clementino, São Paulo Zona Sul, São Paulo",60.0,2.0,1976
491,sul,"Avenida Eulália, Vila Fachini, São Paulo Zona Sul, São Paulo",55.0,1.0,990
492,sul,"Rua Casa Do Ator, Vila Olímpia, São Paulo Zona Sul, São Paulo",76.0,2.0,3876
493,sul,"Rua Humberto I, Vila Mariana, São Paulo Zona Sul, São Paulo",21.0,1.0,2704
494,sul,"Rua Padre José De Anchieta, Santo Amaro, São Paulo Zona Sul, São Paulo",90.0,2.0,4360
495,sul,"Rua Edson, Campo Belo, São Paulo Zona Sul, São Paulo",49.0,1.0,2000
496,sul,"Rua 0, Vila Olímpia, São Paulo Zona Sul, São Paulo",45.0,1.0,3600
