,zona,enderecos_lista,area,quartos,aluguel
497,sul,"Rua Cantori, Vila Andrade, São Paulo Zona Sul, São Paulo",41.0,2.0,1470
498,sul,"Rua Doutor Guilherme Bannitz, Itaim Bibi, São Paulo Zona Sul, São Paulo",40.0,1.0,3600
499,sul,"Rua Guatapara, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",86.0,2.0,2080
500,sul,"Alameda Jurupis, Indianópolis, São Paulo Zona Sul, São Paulo",80.0,2.0,5500
501,sul,"Rua Boa Vizinhança, Vila Brasílio Machado, São Paulo Zona Sul, São Paulo",130.0,2.0,2900
502,sul,"Avenida Jurucê, Indianópolis, São Paulo Zona Sul, São Paulo",70.0,2.0,3000
503,sul,"Rua Viaza, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",45.0,1.0,2250
504,sul,"Rua Clodomiro Amazonas, Vila Olímpia, São Paulo Zona Sul, São Paulo",90.0,2.0,3000
505,sul,"Rua Demóstenes, Campo Belo, São Paulo Zona Sul, São Paulo",46.0,1.0,2400
506,sul,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",60.0,2.0,3980
507,sul,"Rua Nelson Gama De Oliveira, Vila Andrade, São Paulo Zona Sul, São Paulo",100.0,2.0,3000
508,sul,"Rua Guaratuba, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",78.0,3.0,2000
509,sul,"Rua Geórgia, Brooklin Paulista, São Paulo Zona Sul, São Paulo",72.0,2.0,2080
510,sul,"Rua Padre Guido Del Toro, Chácara Inglesa, São Paulo Zona Sul, São Paulo",108.0,3.0,1800
511,sul,"Avenida Juriti, Vila Uberabinha, São Paulo Zona Sul, São Paulo",130.0,3.0,6500
512,sul,"Rua Tapes, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",170.0,3.0,2700
513,sul,"Rua Conde De Porto Alegre, Campo Belo, São Paulo Zona Sul, São Paulo",233.0,3.0,15000
514,sul,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",95.0,1.0,5200
515,sul,"Rua Tabapuã, Itaim Bibi, São Paulo Zona Sul, São Paulo",55.0,2.0,2392
516,sul,"Rua Mauro, Saúde, São Paulo Zona Sul, São Paulo",51.0,2.0,1872
517,sul,"Avenida Miguel Estefno, Saúde, São Paulo Zona Sul, São Paulo",57.0,2.0,3000
518,sul,"Rua Doutor Guilherme Bannitz, Itaim Bibi, São Paulo Zona Sul, São Paulo",101.0,2.0,4000
519,sul,"Rua Doutor João Clímaco Pereira, Itaim Bibi, São Paulo Zona Sul, São Paulo",51.0,1.0,3060
520,sul,"Avenida Leonardo Da Vinci, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",55.0,2.0,1750
521,sul,"Rua Rosa Gaeta Lazara, Brooklin Paulista, São Paulo Zona Sul, São Paulo",70.0,2.0,6000
522,sul,"Avenida Moema, Moema, São Paulo Zona Sul, São Paulo",75.0,1.0,5500
523,sul,"Rua Vapabussu, Jardim Aeroporto, São Paulo Zona Sul, São Paulo",73.0,2.0,4000
524,sul,"Rua Constantino De Sousa, Campo Belo, São Paulo Zona Sul, São Paulo",43.0,1.0,3200
525,sul,"Rua Henri Dunant, Santo Amaro, São Paulo Zona Sul, São Paulo",55.0,1.0,3900
526,sul,"Alameda Dos Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",65.0,1.0,2392
527,sul,"Rua Das Flechas, Vila Santa Catarina, São Paulo Zona Sul, São Paulo",47.0,2.0,3700
528,sul,"Avenida Santo Albano, Vila Vera, São Paulo Zona Sul, São Paulo",80.0,1.0,1400
529,sul,"Avenida Doutor Mário Vilas Boas Rodrigues, Jardim Dom Bosco, São Paulo Zona Sul, São Paulo",65.0,2.0,2700
530,sul,"Rua Tutóia, Vila Mariana, São Paulo Zona Sul, São Paulo",74.0,2.0,2500
531,sul,"Rua Tuim, Vila Uberabinha, São Paulo Zona Sul, São Paulo",155.0,3.0,11000
532,sul,"Rua Lacedemônia, Jardim Brasil (zona Sul), São Paulo Zona Sul, São Paulo",70.0,2.0,2500
533,sul,"Rua Professor Tamandare Toledo, Itaim Bibi, São Paulo Zona Sul, São Paulo",47.0,1.0,3060
534,sul,"Rua Danaides, Vila Anhangüera, São Paulo Zona Sul, São Paulo",65.0,2.0,2288
535,sul,"Avenida Vereador José Diniz, Santo Amaro, São Paulo Zona Sul, São Paulo",35.0,1.0,2700
536,sul,"Rua Pamplona, Jardim Paulista, São Paulo Zona Sul, São Paulo",60.0,1.0,2800
537,sul,"Rua Manoel Mateus, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",16.0,1.0,1497
538,sul,"Alameda Fernão Cardim, Jardim Paulista, São Paulo Zona Sul, São Paulo",180.0,3.0,10000
539,sul,"Rua José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",115.0,3.0,5550
540,sul,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",42.0,1.0,3400
541,sul,"Alameda Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",128.0,3.0,3360
542,sul,"Rua Professor José Leite E Oiticica, Vila Gertrudes, São Paulo Zona Sul, São Paulo",50.0,1.0,2460
543,sul,"Rua Belmiro De Almeida, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",110.0,3.0,3400
544,sul,"Avenida Cupecê, Jardim Prudência, São Paulo Zona Sul, São Paulo",70.0,2.0,2800
545,sul,"Rua Visconde De Inhaúma, Vila Da Saúde, São Paulo Zona Sul, São Paulo",35.0,1.0,2850
546,sul,"Rua Guararapes, Brooklin Paulista, São Paulo Zona Sul, São Paulo",110.0,2.0,6000
547,sul,"Rua Albuquerque Sousa Muniz, Vila Alexandria, São Paulo Zona Sul, São Paulo",60.0,3.0,1700
548,sul,"Rua José Ramon Urtiza, Vila Andrade, São Paulo Zona Sul, São Paulo",96.0,2.0,2400
549,sul,"Rua Aracuípe, Jardim Prudência, São Paulo Zona Sul, São Paulo",58.0,1.0,2400
550,sul,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",105.0,2.0,4500
551,sul,"Rua Jandiroba, Jardim Oriental, São Paulo Zona Sul, São Paulo",45.0,1.0,945
552,sul,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",39.0,1.0,2100
553,sul,"Rua Barão Do Triunfo, Brooklin Paulista, São Paulo Zona Sul, São Paulo",108.0,3.0,3570
554,sul,"Rua Diogo Jácome, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",50.0,1.0,3500
555,sul,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",62.0,2.0,3350
556,sul,"Itu, Jardim Paulista, São Paulo Zona Sul, São Paulo",90.0,2.0,4050
557,sul,"Rua Henri Dunant, Santo Amaro, São Paulo Zona Sul, São Paulo",33.0,1.0,3060
558,sul,"Rua Teixeira Da Silva, Paraíso, São Paulo Zona Sul, São Paulo",140.0,3.0,3500
559,sul,"Avenida Jurema, Indianópolis, São Paulo Zona Sul, São Paulo",130.0,3.0,4300
560,sul,"Rua Rio Grande, Vila Mariana, São Paulo Zona Sul, São Paulo",94.0,3.0,3700
561,sul,"Rua José Benedito Salinas, Jardim Itapeva, São Paulo Zona Sul, São Paulo",67.0,2.0,2000
562,sul,"Rua Tutóia, Vila Mariana, São Paulo Zona Sul, São Paulo",68.0,2.0,3654
563,sul,"Rua Eça De Queiroz, Vila Mariana, São Paulo Zona Sul, São Paulo",89.0,3.0,3200
564,sul,"Rua Ernest Renan, Paraisópolis, São Paulo Zona Sul, São Paulo",120.0,2.0,2200
565,sul,"Rua Itapiru, Saúde, São Paulo Zona Sul, São Paulo",70.0,2.0,3000
566,sul,"Rua Domingos Augusto Setti, Jardim Vila Mariana, São Paulo Zona Sul, São Paulo",260.0,4.0,6000
567,sul,"Rua Paraguai, Jardim Paulista, São Paulo Zona Sul, São Paulo",90.0,2.0,6000
568,sul,"Rua Pamplona, Jardim Paulista, São Paulo Zona Sul, São Paulo",50.0,1.0,2400
569,sul,"Avenida Portugal, Brooklin Paulista, São Paulo Zona Sul, São Paulo",59.0,1.0,4080
570,sul,"Rua José Estevão De Magalhães, Vila Parque Jabaquara, São Paulo Zona Sul, São Paulo",59.0,2.0,1695
571,sul,"Rua Cosme Fonte Lira, Cupecê, São Paulo Zona Sul, São Paulo",180.0,4.0,4080
572,sul,"Rua Dona Eponina Afonseca, Granja Julieta, São Paulo Zona Sul, São Paulo",250.0,3.0,7500
573,sul,"Rua Professor Atílio Innocenti, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",43.0,1.0,3000
574,sul,"Rua Nova York, Brooklin Paulista, São Paulo Zona Sul, São Paulo",76.0,3.0,3960
575,sul,"Rua Oliveira Melo, Vila São José, São Paulo Zona Sul, São Paulo",140.0,2.0,1800
576,sul,"Rua Alvorada, Vila Olímpia, São Paulo Zona Sul, São Paulo",54.0,2.0,3264
577,sul,"Rua Antônio Tavares, Cambuci, São Paulo Zona Sul, São Paulo",95.0,2.0,2805
578,sul,"Rua Do Lavapés, Cambuci, São Paulo Zona Sul, São Paulo",35.0,1.0,1700
579,sul,"Avenida Santo Amaro, Brooklin Paulista, São Paulo Zona Sul, São Paulo",100.0,3.0,3060
580,sul,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",130.0,2.0,11800
581,sul,"Rua Jacques Félix, Vila Nova Conceição, São Paulo Zona Sul, São Paulo",65.0,1.0,3876
582,sul,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",129.0,2.0,8000
583,sul,"Rua Carlos Petit, Vila Mariana, São Paulo Zona Sul, São Paulo",200.0,4.0,3314
584,sul,"Rua Bandeira Paulista, Itaim Bibi, São Paulo Zona Sul, São Paulo",102.0,3.0,4150
585,sul,"Rua Jesuíno Arruda, Itaim Bibi, São Paulo Zona Sul, São Paulo",74.0,1.0,4080
586,sul,"Alameda Dos Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",90.0,3.0,4000
587,sul,"Avenida Professor Rubens Gomes De Souza, Jardim Cordeiro, São Paulo Zona Sul, São Paulo",150.0,3.0,3600
588,sul,"Alameda Jaú, Jardim Paulista, São Paulo Zona Sul, São Paulo",45.0,1.0,2700
589,sul,"Rua Francisco Malafáia, Cupecê, São Paulo Zona Sul, São Paulo",179.0,3.0,3080
590,sul,"Avenida Jandira, Indianópolis, São Paulo Zona Sul, São Paulo",36.0,1.0,2300
591,sul,"Rua Nossa Senhora Do Socorro, Socorro, São Paulo Zona Sul, São Paulo",80.0,2.0,2062
592,sul,"Alameda Anapurus, Indianópolis, São Paulo Zona Sul, São Paulo",65.0,1.0,2350
593,sul,"Rua Do Rocio, Vila Olímpia, São Paulo Zona Sul, São Paulo",65.0,2.0,3500
594,sul,"Rua Juréia, Chácara Inglesa, São Paulo Zona Sul, São Paulo",65.0,2.0,1800
595,sul,"Avenida São Paulo Antigo, Real Parque, São Paulo Zona Sul, São Paulo",186.0,3.0,6800
596,sul,"Rua Breno Ferraz Do Amaral, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",80.0,3.0,3000
597,sul,"Rua Tenente Negrão, Itaim Bibi, São Paulo Zona Sul, São Paulo",45.0,1.0,3350
598,sul,"Avenida Senador Teotônio Vilela, Cidade Dutra, São Paulo Zona Sul, São Paulo",70.0,2.0,1820
599,sul,"Rua Bento Branco De Andrade Filho, Jardim Dom Bosco, São Paulo Zona Sul, São Paulo",92.0,3.0,3650
600,sul,"Rua Antônio De Macedo Soares, Campo Belo, São Paulo Zona Sul, São Paulo",140.0,3.0,4500
601,sul,"Rua Juvenal Viêira Da Silva, Jardim Patente Novo, São Paulo Zona Sul, São Paulo",80.0,3.0,2400
602,sul,"Rua Batista Caetano, Aclimação, São Paulo Zona Sul, São Paulo",150.0,3.0,9000
603,sul,"Rua Nossa Senhora Das Mercês, Vila Das Mercês, São Paulo Zona Sul, São Paulo",63.0,2.0,1870
604,sul,"Rua Delegado Moraes Novaes, Vila Andrade, São Paulo Zona Sul, São Paulo",78.0,3.0,2900
605,sul,"Avenida Dos Ourives, Jardim São Savério, São Paulo Zona Sul, São Paulo",62.0,3.0,2020
606,sul,"Rua Sócrates, Vila Sofia, São Paulo Zona Sul, São Paulo",64.0,3.0,2420
607,sul,"Avenida Brigadeiro Luís Antônio, Jardim Paulista, São Paulo Zona Sul, São Paulo",50.0,1.0,1768
608,sul,"Avenida Açocê, Indianópolis, São Paulo Zona Sul, São Paulo",200.0,3.0,7200
609,sul,"Avenida Jacutinga, Indianópolis, São Paulo Zona Sul, São Paulo",60.0,2.0,3170
610,sul,"Rua Silva Bueno, Ipiranga, São Paulo Zona Sul, São Paulo",72.0,2.0,1750
611,sul,"Alameda Itu, Jardim Paulista, São Paulo Zona Sul, São Paulo",105.0,1.0,8100
612,sul,"Alameda Campinas, Jardim Paulista, São Paulo Zona Sul, São Paulo",36.0,1.0,2600
613,sul,"R. Nelson Gama De Oliveira - Vila Andrade, São Paulo - Sp, 05734-150, Brasil, Vila Andrade, São Paulo Zona Sul, São Paulo",145.0,3.0,3900
614,sul,"Visconde Da Luz, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",67.0,3.0,3600
615,sul,"Rua Iuru, Vila Andrade, São Paulo Zona Sul, São Paulo",261.0,5.0,14750
616,sul,"Rua Leonardo Cerveira Varandas, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",110.0,3.0,3000
617,sul,"Rua Doutor Nicolau De Sousa Queirós, Vila Mariana, São Paulo Zona Sul, São Paulo",140.0,3.0,4200
618,sul,"Rua Maracá, Vila Guarani (z Sul), São Paulo Zona Sul, São Paulo",47.0,2.0,1610
619,sul,"Avenida Santo Amaro, Brooklin Paulista, São Paulo Zona Sul, São Paulo",36.0,1.0,2250
620,sul,"Rua Professor Monjardino, Vila Sônia, São Paulo Zona Sul, São Paulo",104.0,3.0,4600
621,sul,"Rua José De Camargo, Vila Mariana, São Paulo Zona Sul, São Paulo",150.0,2.0,6000
622,sul,"Alameda Dos Jurupis, Indianópolis, São Paulo Zona Sul, São Paulo",120.0,2.0,9000
623,sul,"Alameda Casa Branca, Jardim Paulista, São Paulo Zona Sul, São Paulo",103.0,3.0,11500
624,sul,"Rua José Benedito Salinas, Jardim Itapeva, São Paulo Zona Sul, São Paulo",80.0,3.0,2200
625,sul,"Rua Doutor Paschoal Imperatriz, Vila Gertrudes, São Paulo Zona Sul, São Paulo",55.0,1.0,3400
626,sul,"Rua Visconde De Taunay, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",172.0,3.0,4000
627,sul,"Rua Luís Correia De Melo, Vila Cruzeiro, São Paulo Zona Sul, São Paulo",57.0,1.0,3900
628,sul,"Rua Desembargador Aragão, Vila Mariana, São Paulo Zona Sul, São Paulo",64.0,2.0,4200
629,sul,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",35.0,1.0,3000
630,sul,"Rua Coronel Francisco De Oliveira Simões, Paraíso Do Morumbi, São Paulo Zona Sul, São Paulo",67.0,3.0,1955
631,sul,"Rua Coronel Oscar Porto, Paraíso, São Paulo Zona Sul, São Paulo",94.0,3.0,4900
632,sul,"Alameda Lorena, Jardim Paulista, São Paulo Zona Sul, São Paulo",130.0,2.0,10500
633,sul,"Rua Luís De França Júnior, Vila Nova Caledônia, São Paulo Zona Sul, São Paulo",290.0,5.0,13000
634,sul,"Avenida Jules Rimet, Jardim Leonor, São Paulo Zona Sul, São Paulo",170.0,4.0,3270
635,sul,"Rua Visconde De Guaratiba, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",140.0,2.0,2020
636,sul,"Rua Apeninos, Aclimação, São Paulo Zona Sul, São Paulo",30.0,1.0,2500
637,sul,"Avenida Macuco 240, Indianópolis, São Paulo Zona Sul, São Paulo",108.0,3.0,3500
638,sul,"Rua Bertioga, Chácara Inglesa, São Paulo Zona Sul, São Paulo",37.0,2.0,2120
639,sul,"Largo Senador Raul Cardoso, Vila Clementino, São Paulo Zona Sul, São Paulo",350.0,3.0,7000
640,sul,"Rua Brasília, Itaim Bibi, São Paulo Zona Sul, São Paulo",110.0,3.0,4500
641,sul,"Rua Vigário Albernaz, Vila Gumercindo, São Paulo Zona Sul, São Paulo",150.0,2.0,4000
642,sul,"Rua Conde De Itu, Jardim Santo Amaro, São Paulo Zona Sul, São Paulo",80.0,2.0,3460
643,sul,"Rua Iraúna, Jardim Novo Mundo, São Paulo Zona Sul, São Paulo",468.0,4.0,15000
644,sul,"Rua Dos Tapes, Cambuci, São Paulo Zona Sul, São Paulo",69.0,2.0,2200
645,sul,"Rua Urussuí, Itaim Bibi, São Paulo Zona Sul, São Paulo",100.0,3.0,4200
646,sul,"Rua Joel Carlos Borges, Chácara Itaim, São Paulo Zona Sul, São Paulo",50.0,1.0,2260
647,sul,"Rua Vergueiro, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",47.0,2.0,1800
648,sul,"Rua Maria Bucalem Haddad, Vila Firmiano Pinto, São Paulo Zona Sul, São Paulo",65.0,3.0,1850
649,sul,"Rua Gaspar Fernandes, Vila Monumento, São Paulo Zona Sul, São Paulo",69.0,3.0,2000
650,sul,"Rua Indiana, Brooklin Paulista, São Paulo Zona Sul, São Paulo",105.0,3.0,4500
651,sul,"Rua Oscar Pereira Da Silva, Itaim Bibi, São Paulo Zona Sul, São Paulo",240.0,3.0,14530
652,sul,"Rua Pascal, Campo Belo, São Paulo Zona Sul, São Paulo",60.0,2.0,4100
653,sul,"Avenida Barão De Campos Gerais, Real Parque, São Paulo Zona Sul, São Paulo",115.0,3.0,3000
654,sul,"Estrada Das Lágrimas, São João Climaco, São Paulo Zona Sul, São Paulo",50.0,3.0,1920
655,sul,"Rua Universal, Cantinho Do Céu, São Paulo Zona Sul, São Paulo",81.0,2.0,1522
656,sul,"Rua Bagé, Vila Mariana, São Paulo Zona Sul, São Paulo",78.0,2.0,3960
657,sul,"Rua Doutor Ivo Define Frasca, Vila Olímpia, São Paulo Zona Sul, São Paulo",100.0,2.0,4500
658,sul,"Avenida Itaboraí, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",68.0,2.0,2320
659,sul,"Avenida Fagundes Filho, Vila Monte Alegre, São Paulo Zona Sul, São Paulo",52.0,2.0,2320
660,sul,"Rua Pedroso Alvarenga, Itaim Bibi, São Paulo Zona Sul, São Paulo",38.0,1.0,2970
661,sul,"Avenida Itaboraí, Bosque Da Saúde, São Paulo Zona Sul, São Paulo",65.0,2.0,2900
662,sul,"Rua Peixoto Gomide, Jardim Paulista, São Paulo Zona Sul, São Paulo",110.0,3.0,2750
663,sul,"Rua Américo Alves Pereira Filho, Morumbi, São Paulo Zona Sul, São Paulo",225.0,3.0,6340
664,sul,"Avenida Pedro Bueno, Jabaquara, São Paulo Zona Sul, São Paulo",180.0,4.0,3170
665,sul,"Rua Vieira De Morais, Campo Belo, São Paulo Zona Sul, São Paulo",65.0,2.0,3170
666,sul,"Rua Heitor Peixoto, Cambuci, São Paulo Zona Sul, São Paulo",70.0,2.0,5000
667,sul,"Rua José Maria Lisboa, Jardim Paulista, São Paulo Zona Sul, São Paulo",240.0,3.0,10000
668,sul,"Rua Abílio Soares, Paraíso, São Paulo Zona Sul, São Paulo",71.0,2.0,7000
669,sul,"Rua Batataes, Jardim Paulista, São Paulo Zona Sul, São Paulo",60.0,2.0,4200
670,sul,"Dona Ana Nery 569, Cambuci, São Paulo Zona Sul, São Paulo",28.0,1.0,1100
671,sul,"Rua Dona Ana Nery 569, Cambuci, São Paulo Zona Sul, São Paulo",100.0,3.0,2000
672,leste,"Rua Acariabu 38, Vila Nova York, São Paulo Zona Leste, São Paulo",100.0,3.0,1600
673,leste,"Rua Maciel Filho, Jardim Danfer, São Paulo Zona Leste, São Paulo",35.0,1.0,700
674,leste,"Rua Manuel De Mattos Godinho, Jardim Matarazzo, São Paulo Zona Leste, São Paulo",60.0,2.0,800
675,leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",70.0,2.0,1300
676,leste,"Rua Condado Do Norte, Jardim Fernandes, São Paulo Zona Leste, São Paulo",27.0,1.0,700
677,leste,"Vila Ema, São Paulo Zona Leste, São Paulo",44.0,2.0,1300
678,leste,"Cidade Patriarca, São Paulo Zona Leste, São Paulo",46.0,2.0,1350
679,leste,"Rua São Diogo, Vila Araguaia, São Paulo Zona Leste, São Paulo",72.0,2.0,1730
680,leste,"Moóca, São Paulo Zona Leste, São Paulo",50.0,2.0,1400
681,leste,"Alto Da Mooca, São Paulo Zona Leste, São Paulo",50.0,,1650
682,leste,"Parque Da Vila Prudente, São Paulo Zona Leste, São Paulo",100.0,3.0,2900
683,leste,"Moóca, São Paulo Zona Leste, São Paulo",78.0,3.0,2400
684,leste,"Moóca, São Paulo Zona Leste, São Paulo",315.0,,12000
685,leste,"Rua Dentista Barreto,
                313, Vila Carrão, São Paulo Zona Leste, São Paulo",350.0,,9000
686,leste,"Rua Doutor João Gualberto De Oliveira, Vila Santana, São Paulo Zona Leste, São Paulo",50.0,2.0,1050
687,leste,"Moóca, São Paulo Zona Leste, São Paulo",127.0,3.0,3000
688,leste,"Vila Bertioga, São Paulo Zona Leste, São Paulo",85.0,3.0,2500
689,leste,"Rua Demerval Da Fonseca,
                161, Jardim Santa Terezinha (zona Leste), São Paulo Zona Leste, São Paulo",55.0,2.0,1100
690,leste,"Rua Crubixas, Vila Araguaia, São Paulo Zona Leste, São Paulo",65.0,3.0,1200
691,leste,"Parque Da Mooca, São Paulo Zona Leste, São Paulo",750.0,,15000
692,leste,"Avenida São Miguel, Vila Norma, São Paulo Zona Leste, São Paulo",883.0,,8000
693,leste,"Rua Isabel, Vila Esperança, São Paulo Zona Leste, São Paulo",68.0,3.0,1400
694,leste,"Vila Moreira, São Paulo Zona Leste, São Paulo",,2.0,1800
695,leste,"Rua Tijuco Preto,
                744, Tatuapé, São Paulo Zona Leste, São Paulo",200.0,,20000
696,leste,"Avenida Dedo De Deus, Vila Formosa, São Paulo Zona Leste, São Paulo",33.0,1.0,1450
697,leste,"Vila Gomes Cardim, São Paulo Zona Leste, São Paulo",50.0,2.0,2100
698,leste,"Vila Canero, São Paulo Zona Leste, São Paulo",30.0,,750
699,leste,"Rua Apaúra, Vila Silvia, São Paulo Zona Leste, São Paulo",39.0,2.0,1000
700,leste,"Travessa Maria Pinto Labiapari, Vila Verde, São Paulo Zona Leste, São Paulo",40.0,1.0,750
701,leste,"Vila Cláudia, São Paulo Zona Leste, São Paulo",24.0,,900
702,leste,"Alto Da Mooca, São Paulo Zona Leste, São Paulo",75.0,2.0,1700
703,leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",18.0,1.0,890
704,leste,"Rua Alcides Prado, Vila Euthalia, São Paulo Zona Leste, São Paulo",40.0,1.0,850
705,leste,"Rua Tijuco Preto, 1324, Tatuapé, São Paulo Zona Leste, São Paulo",250.0,,5500
706,leste,"Penha De Franca, São Paulo Zona Leste, São Paulo",308.0,,5500
707,leste,"Rua Doutor Joaquim Augusto De Camargo, Parque Boturussu, São Paulo Zona Leste, São Paulo",40.0,1.0,600
708,leste,"Rua Cantagalo   , 74, Tatuapé, São Paulo Zona Leste, São Paulo",100.0,,5500
709,leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",70.0,2.0,1350
710,leste,"Rua Pretória, Vila Formosa, São Paulo Zona Leste, São Paulo",69.0,3.0,1310
711,leste,"Jardim Anália Franco, São Paulo Zona Leste, São Paulo",200.0,3.0,8000
712,leste,"Rua Soriano De Sousa, Tatuapé, São Paulo Zona Leste, São Paulo",30.0,1.0,1720
713,leste,"Rua Antônio José Henriques, Vila Paranaguá, São Paulo Zona Leste, São Paulo",35.0,1.0,600
714,leste,"Rua Coronel Marques Santiago, Vila Tolstoi, São Paulo Zona Leste, São Paulo",35.0,1.0,820
715,leste,"Rua Doutor João Joaquim Gouvêia, Parque Boturussu, São Paulo Zona Leste, São Paulo",60.0,1.0,900
716,leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",55.0,2.0,1900
717,leste,"Rua Augusto Carlos Bauman, Itaquera, São Paulo Zona Leste, São Paulo",41.0,2.0,1050
718,leste,"Rua Da Mooca, Moóca, São Paulo Zona Leste, São Paulo",20.0,1.0,1290
719,leste,"Rua Professor Brito Machado, Itaquera, São Paulo Zona Leste, São Paulo",68.0,3.0,1310
720,leste,"Rua Canuto Saraiva, Moóca, São Paulo Zona Leste, São Paulo",63.0,2.0,1820
721,leste,"Rua Doutor Raul Da Rocha Medeiros, Tatuapé, São Paulo Zona Leste, São Paulo",85.0,2.0,1560
722,leste,"Rua João Lopes De Lima, Jardim Sapopemba, São Paulo Zona Leste, São Paulo",80.0,2.0,980
723,leste,"Rua Matias João Tavares, Vila Caxambu, São Paulo Zona Leste, São Paulo",42.0,1.0,750
724,leste,"Avenida Montemagno, Vila Formosa, São Paulo Zona Leste, São Paulo",124.0,3.0,7000
725,leste,"Rua Maracanã Guaçu, Jardim São Francisco (zona Leste), São Paulo Zona Leste, São Paulo",48.0,2.0,1000
726,leste,"Rua Ibitirama, Vila Prudente, São Paulo Zona Leste, São Paulo",53.0,2.0,1920
727,leste,"Rua Dom Aquino Correia, Parque São Jorge, São Paulo Zona Leste, São Paulo",35.0,1.0,1000
728,leste,"Travessa Maria Pinto Labiapari, Vila Verde, São Paulo Zona Leste, São Paulo",100.0,2.0,1200
729,leste,"Rua Amaro Bezerra Cavalcanti, Vila Matilde, São Paulo Zona Leste, São Paulo",73.0,3.0,2500
730,leste,"Avenida Celso Garcia, Tatuapé, São Paulo Zona Leste, São Paulo",65.0,3.0,2486
731,leste,"Rua Celso De Azevedo Marques, Parque Da Mooca, São Paulo Zona Leste, São Paulo",125.0,3.0,3000
732,leste,"Rua Teixeira De Melo, Tatuapé, São Paulo Zona Leste, São Paulo",70.0,3.0,2500
733,leste,"Rua Do Acre, Vila Bertioga, São Paulo Zona Leste, São Paulo",49.0,1.0,1600
734,leste,"Avenida Vila Ema, Vila Ema, São Paulo Zona Leste, São Paulo",50.0,2.0,1300
735,leste,"Rua Dona Vitória Speers, Vila Formosa, São Paulo Zona Leste, São Paulo",22.0,1.0,870
736,leste,"Rua Salvador Mastropietro, Vila Prudente, São Paulo Zona Leste, São Paulo",77.0,2.0,1872
737,leste,"Rua Rupiara, Vila Nova Manchester, São Paulo Zona Leste, São Paulo",100.0,2.0,1600
738,leste,"Rua Henrique Casela, Jardim América Da Penha, São Paulo Zona Leste, São Paulo",47.0,2.0,1500
739,leste,"Rua Javari, Moóca, São Paulo Zona Leste, São Paulo",54.0,1.0,1100
740,leste,"Rua Engenheiro Guilherme Cristiano Frender, Vila Antonieta, São Paulo Zona Leste, São Paulo",68.0,3.0,1470
741,leste,"Rua Martins Carrilho, Vila Oratório, São Paulo Zona Leste, São Paulo",180.0,3.0,5000
742,leste,"Rua Flor Do Olimpo, Vila Jacuí, São Paulo Zona Leste, São Paulo",70.0,2.0,1220
743,leste,"Rua Paranatama, Itaquera, São Paulo Zona Leste, São Paulo",165.0,4.0,2950
744,leste,"Rua Costeira, Jardim Arize, São Paulo Zona Leste, São Paulo",46.0,1.0,900
745,leste,"Rua Bernardo Vieira, Vila Laís, São Paulo Zona Leste, São Paulo",90.0,2.0,1950
746,leste,"Rua Tocandira, Vila Regente Feijó, São Paulo Zona Leste, São Paulo",46.0,1.0,770
747,leste,"Rua Ajara, Maranhão, São Paulo Zona Leste, São Paulo",30.0,1.0,1100
748,leste,"Rua Dos Financeiros, Vila Bancária, São Paulo Zona Leste, São Paulo",65.0,2.0,2500
